,word_1,word_2,word_3,word_4,word_5,combined_words,Technical,Soft
81973,siri,,,,,siri,1,0
86626,frontend,applications,,,,frontend applications,1,0
150527,environment,travel,,,,environment travel,0,0
203123,ignition,factory,talk,etc,,ignition factory talk etc,0,0
8901,scripting,languages,,,,scripting languages,1,0
72188,underwriting,claims,,,,underwriting claims,1,0
154356,contentsquare,master,,,,contentsquare master,0,0
80383,edge,research,,,,edge research,1,0
134229,adi,,,,,adi,0,0
52794,market,intelligence,martech,,,market intelligence martech,0,0
198950,solutions,document,,,,solutions document,1,0
197898,merchant,’,s,growth,,merchant ’ s growth,0,0
202387,healthcare,delivery,,,,healthcare delivery,0,0
213235,application,experts,,,,application experts,1,0
7837,scale,data,management,,,scale data management,1,0
146381,dbas,data,analysts,,,dbas data analysts,1,0
135595,robotics,industry,,,,robotics industry,0,0
1269,aws,,,,,aws,1,0
87132,community,members,,,,community members,0,0
68540,output,routines,,,,output routines,1,0
210792,information,set,,,,information set,1,0
52121,programs,methods,processes,,,programs methods processes,0,0
188552,fidelity,visit,fidelitycareers.com,,,fidelity visit fidelitycareers.com,0,0
93011,athenistas,,,,,athenistas,0,0
96520,consumer,brands,,,,consumer brands,0,0
143133,industry,interest,,,,industry interest,0,1
10455,garage,teams,,,,garage teams,0,0
105906,species,conservation,,,,species conservation,0,0
1349,user,,,,,user,0,0
215539,'please,review,stitch,fixs,,'please review stitch fixs,0,0
198815,storm,kafka,,,,storm kafka,1,0
126718,installations,,,,,installations,0,0
174609,employees,clients,vendors,,,employees clients vendors,0,0
91568,vector,machines,,,,vector machines,1,0
201586,language,processing,algorithm,development,experience,language processing algorithm development experience,1,0
147166,innovation,service,,,,innovation service,0,0
176010,travel,req,’,d,,travel req ’ d,0,0
161120,selfservice,data,reporting,,,selfservice data reporting,1,0
52553,experimentation,,,,,experimentation,1,0
81487,department,statement,,,,department statement,0,0
133332,frequency,channel,assignments,,,frequency channel assignments,1,0
184836,click,data,subscription,,,click data subscription,1,0
6732,operate,,,,,operate,0,0
196637,conditions,core,business,hours,,conditions core business hours,0,0
1308,modify,,,,,modify,0,0
141678,management,departments,,,,management departments,0,0
98434,computing,scalability,,,,computing scalability,1,0
1914,path,,,,,path,0,0
200522,work,work,,,,work work,0,0
51727,school,,,,,school,0,0
55618,trainers,,,,,trainers,0,0
202368,design,development,evaluation,deployment,,design development evaluation deployment,1,0
81591,cultural,,,,,cultural,0,0
212929,reviewer,,,,,reviewer,0,0
62314,drug,development,qualifications,,,drug development qualifications,0,0
83481,gym,company,,,,gym company,0,0
8456,video,content,,,,video content,1,0
98260,production,m.s,,,,production m.s,0,0
145843,thirdparty,recruiters,,,,thirdparty recruiters,0,0
78060,cognizant,nasdaq100,ctsh,,,cognizant nasdaq100 ctsh,0,0
206993,gravitation,,,,,gravitation,0,0
69978,selfstarter,approach,,,,selfstarter approach,0,1
128946,success,design,evaluation,tasks,,success design evaluation tasks,1,0
216772,longterm,research,challenge,assumptions,,longterm research challenge assumptions,1,0
69650,cryptography,provenance,blockchain,etc,,cryptography provenance blockchain etc,1,0
184009,existing/new,products,,,,existing/new products,0,0
89846,end,user,revenues,,,end user revenues,0,0
4603,degree,masters,,,,degree masters,0,0
205484,initio,ab,initio,,,ab initio,0,0
3564,topics,,,,,topics,0,0
202654,keyvalue,stores,,,,keyvalue stores,0,0
146364,operations,analytics,,,,operations analytics,1,0
122908,presentation,software,e.g,,,presentation software,1,0
93281,experimentations,,,,,experimentations,0,1
3411,business,technology,solutions,,,business technology solutions,1,0
2038,c,,,,,c,1,0
217090,statistics,hand,,,,statistics hand,0,0
139523,load,jobs,,,,load jobs,0,0
193025,skills,speak,,,,skills speak,0,1
171510,'completes,,,,,'completes,0,0
117176,university,’,s,commitment,,university ’ s commitment,0,0
57164,rel,exp,,,,rel exp,0,0
95174,qualifications,education,bachelor,’,,qualifications education bachelor ’,0,0
145533,regulations,availability,,,,regulations availability,0,0
184312,sagemaker,algorithms,team,,,sagemaker algorithms team,0,0
136783,pearl,javascript,,,,pearl javascript,1,0
167382,customer,segmentation,optimization,test,,customer segmentation optimization test,1,0
163957,h,l,tn,,,h l tn,0,0
131174,tenacity,,,,,tenacity,0,1
66902,technology,innovation,,,,technology innovation,0,1
102248,mentor,others,,,,mentor others,0,1
3019,disease,,,,,disease,0,0
1774,engineering,teams,,,,engineering teams,0,0
131195,south,,,,,south,0,0
87884,moments,,,,,moments,0,0
96607,time,series,signal,willingness,,time series signal willingness,1,0
166307,cards,,,,,cards,0,0
78317,brands,businesses,,,,brands businesses,0,0
187468,gis,tools,,,,gis tools,1,0
84166,security,conferences,,,,security conferences,0,0
139389,help,set,business,strategy,,help set business strategy,0,1
474,reports,,,,,reports,0,0
53609,freelance,engineers,,,,freelance engineers,0,0
96527,media,llc,,,,media llc,0,0
134308,consideration,applications,,,,consideration applications,1,0
5892,polygraph,bs,degree,,,polygraph bs degree,0,0
65972,community,care,group,,,community care group,0,0
121738,data,sets,automation,,,data sets automation,1,0
81110,stakeholders,requirements,,,,stakeholders requirements,0,0
374,planet,doesn,’,t,,planet doesn ’ t,0,0
78857,domain,knowledge,detection,classification,,domain knowledge detection classification,1,0
202758,offline,channels,,,,offline channels,1,0
95328,amazon,music,team,ph.d.,,amazon music team ph.d.,0,0
79870,milestones,,,,,milestones,0,0
206904,lsstera,,,,,lsstera,0,0
134402,solve,business,problems,knowledge,,solve business problems knowledge,0,0
1157,synthesizes,complex,,,,synthesizes complex,0,0
151220,zendesk,’,s,customers,,zendesk ’ s customers,0,0
190107,'knowledge,experience,,,,'knowledge experience,0,0
1084,office,travel,,,,office travel,0,0
76469,price,discrimination,models,,,price discrimination models,1,0
149926,news,outlets,,,,news outlets,0,0
93352,statistics,computer,science,econometrics,,statistics computer science econometrics,0,0
131025,customer,satisfaction,process,,,customer satisfaction process,1,0
57157,comp,sci,stats,,,comp sci stats,0,0
170882,term,supportability,,,,term supportability,0,0
141138,hightech,,,,,hightech,0,0
68255,field,engineering,statistics,computer,sciences,field engineering statistics computer sciences,0,0
106533,highperformance,algorithms,prototypes,,,highperformance algorithms prototypes,1,0
59549,data,scientist,roles,,,data scientist roles,0,0
81245,standups/scrum,design,,,,standups/scrum design,1,0
94462,data,science,activities,machine,learning,data science activities machine learning,1,0
96259,abbvie,data,science,,,abbvie data science,0,0
85364,asia,pacific,,,,asia pacific,0,0
68883,'internet,security,,,,'internet security,0,0
91713,process,guides,,,,process guides,0,0
11346,lda,etc,,,,lda etc,0,0
160841,celonis,,,,,celonis,0,0
67572,player,development,assist,,,player development assist,0,0
215666,match,tuition,assistance,,,match tuition assistance,0,0
54044,speeches,,,,,speeches,0,1
174131,intelligence,engineer,rational,,,intelligence engineer rational,0,0
3799,methodology,choices,,,,methodology choices,1,0
1771,products,synthesize,,,,products synthesize,0,0
192058,data,management,halfaker,,,data management halfaker,0,0
72417,experience,finx,,,,experience finx,1,0
191795,managing,projects,people,,,managing projects people,0,1
60400,omissions,,,,,omissions,0,0
59290,import,,,,,import,0,0
52611,eats,,,,,eats,0,0
168691,eu,jp,china,india,,eu jp china india,0,0
135425,radio,frequency,rf,machine,,radio frequency rf machine,0,0
82065,papers,software,,,,papers software,0,0
152754,part,artist,,,,part artist,0,0
139165,advantage,contribute,,,,advantage contribute,0,0
67681,design,department,,,,design department,0,0
171658,data,management,managers,engineering,,data management managers engineering,0,0
180142,biology,data,,,,biology data,0,0
179168,data,gaps,errors,anomalies,,data gaps errors anomalies,1,0
214407,[,'responsibilities,bytedance,,,[ 'responsibilities bytedance,0,0
108275,suicidality,,,,,suicidality,0,0
174533,travel,percentage,,,,travel percentage,0,0
200723,r,ligf1,,,,r ligf1,0,0
108545,auditory,,,,,auditory,1,0
15189,engineer,position,,,,engineer position,0,0
103835,breakfix,experience,,,,break/fix experience,1,0
57251,years,knowledge,,,,years knowledge,0,0
15047,elegance,,,,,elegance,0,0
13210,maine,marshall,islands,,,maine marshall islands,0,0
59183,service,centers,,,,service centers,0,0
199051,groundbreaking,work,,,,groundbreaking work,0,0
108690,sql,data,warehouse•,aix/unix,,sql data warehouse aix/unix,1,0
147150,neenah,,,,,neenah,0,0
86854,cost,analysis,cost,estimates,,cost analysis cost estimates,1,0
191024,science,consulting,help,teams,,science consulting help teams,0,0
87197,tier,university,,,,tier university,0,0
172179,infrastructure,interfaces,,,,infrastructure interfaces,1,0
14203,budget,requirements,,,,budget requirements,0,0
152258,github/bitbucket,account,,,,github/bitbucket account,1,0
101242,experience,research,,,,experience research,0,0
68820,security,experts,,,,security experts,1,0
103910,odc,,,,,odc,1,0
176782,revenue,analyst,,,,revenue analyst,0,0
146135,enjoyment,,,,,enjoyment,0,0
195207,pts,floor,support,,,pts floor support,0,0
151939,spaces,,,,,spaces,0,0
8622,customer,experience,think,,,customer experience think,0,0
123207,audience,data,sources,,,audience data sources,1,0
1666,world,’,s,,,world ’ s,0,0
217001,portfolio,analytics,team,,,portfolio analytics team,0,0
2458,genome,and/or,,,,genome and/or,0,0
72541,redshift,rds,,,,redshift rds,1,0
1937,business,groups,,,,business groups,0,0
83044,business,operations,team,,,business operations team,0,0
114916,support,vision,insurance,,,support vision insurance,1,0
57069,design,reviews,,,,design reviews,1,0
65637,authority,documentation,etc,,,authority documentation etc,1,0
10068,violence,victim,status,,,violence victim status,0,0
159916,dataservices,,,,,dataservices,0,0
201336,records,references,,,,records references,1,0
153822,clients,data,smes,,,clients data smes,0,0
146283,advice,collaborates,,,,advice collaborates,0,0
180318,affords,,,,,affords,0,0
77483,intune,data,insights,,,intune data insights,1,0
65885,customer,roster,,,,customer roster,0,0
211982,core,business,,,,core business,0,0
50370,janitor,tasks,,,,janitor tasks,1,0
105913,use,application,,,,use application,0,0
57481,ecommerce,,,,,ecommerce,0,0
87780,cognition,,,,,cognition,1,0
75170,data,management,functions,,,data management functions,1,0
215880,experience,research,practices,,,experience research practices,0,0
208095,month,tens,,,,month tens,0,0
55630,professional,development,,,,professional development,0,0
7364,field,ms,degree,,,field ms degree,0,0
138929,python,coding,,,,python coding,1,0
158591,data,exploitation,experts,,,data exploitation experts,1,0
3124,business,questions,,,,business questions,0,1
109101,teams,data,,,,teams data,0,0
155212,business,intelligence,microstrategy,tableau,qliksense,business intelligence microstrategy tableau qliksense,1,0
172803,hsag,’,s,desire,,hsag ’ s desire,0,0
54179,employee,involvement,programs,,,employee involvement programs,0,0
217375,stripe,,,,,stripe,0,0
184886,board,msc,degree,,,board msc degree,0,0
6332,use,cases,,,,use cases,1,0
73940,fraud,extract,,,,fraud extract,1,0
6180,email,,,,,email,0,0
208310,pearson,,,,,pearson,1,0
63250,business,intelligence/,data,analytics,roles,business intelligence/ data analytics roles,0,0
178535,company,’,s,confidentiality,,company ’ s confidentiality,0,0
3017,ai,,,,,ai,1,0
218245,meets/exceeds,,,,,meets/exceeds,0,0
55165,dwh/bi,environment,,,,dwh/bi environment,1,0
135988,drop,,,,,drop,0,0
71161,development,work,,,,development work,0,0
78125,fort,belvoir,,,,fort belvoir,0,0
109378,word/excel,,,,,word/excel,1,0
148954,infrastructure,hazards,,,,infrastructure hazards,1,0
159689,management,technologies,,,,management technologies,0,0
153717,logitech,,,,,logitech,0,0
204329,product,discount,,,,product discount,0,0
55971,ictap,eligibility,,,,ictap eligibility,0,0
1781,vision,,,,,vision,0,1
82869,community,intelligence,,,,community intelligence,0,1
64257,image,analysis,software,,,image analysis software,1,0
72431,payment,methods,,,,payment methods,0,0
103242,enter,industry,data,,,enter industry data,0,0
9690,science,computer,science,,,science computer science,0,0
192158,d,organization,,,,d organization,0,0
50333,housing,,,,,housing,0,0
159971,alabama,,,,,alabama,0,0
4703,product,e.g,,,,product e.g,0,0
106497,verve,,,,,verve,0,0
55433,statistics,physics,engineering,,,statistics physics engineering,0,0
79008,cost,efficient,,,,cost efficient,0,0
177118,weights,perform,,,,weights perform,0,0
62096,pricing,group,,,,pricing group,0,0
52116,illinoisresearch,park,office,,,illinoisresearch park office,0,0
15059,expertise,attribute,,,,expertise attribute,0,0
205007,trust,integrity,teamwork,,,trust integrity teamwork,0,1
168782,loss,mitigation,fraud,detection,channel,loss mitigation fraud detection channel,1,0
114460,azure,architecture,,,,azure architecture,1,0
151210,voice,systems,,,,voice systems,1,0
55198,navigation,seo,,,,navigation seo,1,0
54027,skills,knowledge,,,,skills knowledge,0,0
54212,partners,marketers,executives,,,partners marketers executives,0,0
73087,docker,experience,,,,docker experience,1,0
162222,property/casualty,industry,,,,property/casualty industry,0,0
175447,debt,,,,,debt,0,0
147910,deliverables,data,analysis,prepare,reports,deliverables data analysis prepare reports,1,0
170302,customers,departments,,,,customers departments,0,0
92824,estate,brands,,,,estate brands,0,0
144340,'handson,,,,,'handson,0,0
204289,retail/crm/finance,datasets,,,,retail/crm/finance datasets,1,0
66662,processing,ability,,,,processing ability,0,1
21716,matrixed,environment,,,,matrixed environment,1,0
177324,challenge,apply,,,,challenge apply,0,0
218370,risk,management,framework,rmf,ability,risk management framework rmf ability,1,0
137050,assistance,program,–,,,assistance program –,0,0
55370,market,feedback,,,,market feedback,0,0
55910,accreditation,board,,,,accreditation board,0,0
154758,macro,,,,,macro,0,0
101367,communicate,opportunities,,,,communicate opportunities,0,0
166215,language,processing,methods,,,language processing methods,1,0
73551,campuses,,,,,campuses,0,0
99836,modeling,concepts,ability,,,modeling concepts ability,1,0
203986,'synaptics,,,,,'synaptics,0,0
96004,tables,views,,,,tables views,0,0
8794,knowledge,skill,,,,knowledge skill,0,0
193245,program,administration,tasks,,,program administration tasks,1,0
71277,specialization,phd,,,,specialization phd,0,0
65412,r,sas,stata,sql,,r sas stata sql,1,0
64462,“,me.,”,,,“ me. ”,0,0
83793,client,stakeholders,,,,client stakeholders,0,0
184593,party,partners,,,,party partners,0,0
87045,deliver,results,,,,deliver results,0,0
58931,employee,lifecycle,,,,employee lifecycle,0,0
71855,analysis,segmentation,competition,analysis,dashboard,analysis segmentation competition analysis dashboard,1,0
185665,modelling,data,science,,,modelling data science,1,0
157357,engineers,software,developers,product,managers,engineers software developers product managers,0,0
185794,grow,fast,,,,grow fast,0,0
1742,company,’,,,,company ’,0,0
778,date,apr,,,,date apr,0,0
176058,b2c,domains,,,,b2c domains,1,0
68421,machine,learning,methodologies,,,machine learning methodologies,1,0
198508,value,leadership,,,,value leadership,0,1
94426,project,management,guide,,,project management guide,0,0
176229,dataset,owner,,,,dataset owner,1,0
14169,data,science,data,analytics,platform,data science data analytics platform,1,0
98115,data,ingestion,system,,,data ingestion system,1,0
172634,credit,cards,,,,credit cards,0,0
205729,tier,technologies,,,,tier technologies,0,0
203479,entertainment,events,,,,entertainment events,0,0
132167,competition,participation,,,,competition participation,0,0
210056,azure,stream,analytics,,,azure stream analytics,1,0
170146,solutions,tools,,,,solutions tools,1,0
2176,product,organization,,,,product organization,0,0
176619,client,delivery,,,,client delivery,1,0
215652,underwriting,projects,,,,underwriting projects,1,0
108197,dive,investigations,,,,dive investigations,0,0
59571,education,“,,,,education “,0,0
119582,hollywood,,,,,hollywood,0,0
125615,javascript,python,d3,,,javascript python d3,1,0
114370,poly,bachelor,’,,,poly bachelor ’,0,0
50476,data,data,cleanup,etc,,data data cleanup etc,0,0
154309,consulting,skillset,,,,consulting skillset,1,0
130410,machine,learning,theory,,,machine learning theory,1,0
198033,priority,list,,,,priority list,0,0
171703,center,engineer,job,responsibilities,,center engineer job responsibilities,0,0
161695,design,objectives,,,,design objectives,1,0
64402,evolving,,,,,evolving,0,0
74981,chaos,,,,,chaos,0,0
152128,origin,religion,age,color,sex,origin religion age color sex,0,0
10045,change,agent,,,,change agent,0,0
93421,ml,background,,,,ml background,0,0
151942,recruiting,process,,,,recruiting process,0,0
9469,origin,disability,age,,,origin disability age,0,0
69472,business,level,,,,business level,0,0
51778,priority,selection,,,,priority selection,1,0
15082,azure,etc,,,,azure etc,1,0
56821,planning,design,development,,,planning design development,1,0
167039,submitting,agency,,,,submitting agency,0,0
202362,field,proficiency,,,,field proficiency,0,0
90979,health,dental,,,,health dental,0,0
7369,number,,,,,number,0,0
51192,health,care,solutionspecific,challenges,,health care solutionspecific challenges,0,0
190893,req,id,,,,req id,0,0
81390,standardization,transformation,,,,standardization transformation,1,0
119749,award,scenarios,,,,award scenarios,1,0
4167,construct,data,pipelines,,,construct data pipelines,1,0
10981,schema,design,,,,schema design,1,0
5865,exploitation,,,,,exploitation,0,0
5769,key,insights,,,,key insights,1,0
8638,team,make,,,,team make,0,0
150581,research,inc.,,,,research inc.,0,0
82084,experience,education,,,,experience education,0,0
140442,value,ltv,,,,value ltv,0,0
205968,systems,design,develop,,,systems design develop,1,0
70412,data,science/analytics/big,data,program,,data science/analytics/big data program,0,0
166829,data,services,coordinates,,,data services coordinates,1,0
3183,viewing,delivery,parameters,,,viewing delivery parameters,1,0
172864,hsag,data,science,,,hsag data science,0,0
186251,highquality,data,research,,,highquality data research,0,0
76095,business.performs,,,,,business.performs,0,0
74217,interface,design,,,,interface design,1,0
164595,health,data,science,team,,health data science team,0,0
136754,data,structures,data,integrity,,data structures data integrity,1,0
13691,learnings,,,,,learnings,0,0
28,trends,,,,,trends,1,0
106330,analytics,manager,,,,analytics manager,0,0
3908,analysis,classification,algorithms,,,analysis classification algorithms,1,0
92954,phd,ms,,,,phd ms,0,0
214343,insitu,microscopy,system,,,in situ microscopy system,0,0
160210,alpha,insights,,,,alpha insights,1,0
170331,enterprise,reporting,,,,enterprise reporting,1,0
62969,event,data,,,,event data,0,0
71715,neighborhood,,,,,neighborhood,0,0
3544,image,classification,,,,image classification,1,0
10653,'tableau,qlikview,d3,,,tableau qlikview d3,1,0
166315,production,realtime,,,,production realtime,0,0
145500,property,management,teams,,,property management teams,0,0
17041,domain,knowledge,experience,,,domain knowledge experience,1,0
166670,resolution,influence,customer,satisfaction,scores,resolution influence customer satisfaction scores,1,0
119502,line,data,warehouse,,,line data warehouse,1,0
194637,research,setting,,,,research setting,0,0
202374,/,sql,nosql,mongodb,etc,sql nosql mongodb,1,0
59771,bonus,points,,,,bonus points,0,0
70821,r/,python,,,,r python,1,0
9870,intelligence,ai,,,,intelligence ai,1,0
52596,price,estimation,,,,price estimation,1,0
94445,components,analysis,,,,components analysis,1,0
72674,healthcare,sector,preferred.this,,,healthcare sector preferred.this,0,0
96706,supply,chain,industry,,,supply chain industry,0,0
81500,determinants,data,,,,determinants data,1,0
16904,agility,process,management,,,agility process management,1,0
12056,charter,school,network,,,charter school network,0,0
160306,csr,,,,,csr,0,0
180611,charting,tools,experience,,,charting tools experience,1,0
53698,opensource,,,,,opensource,1,0
191234,deposits,loans,,,,deposits loans,0,0
94482,test,a/b,tests,,,test a/b tests,1,0
184665,functions,supports,research,,,functions supports research,0,0
67932,consumer,servicing,experience,,,consumer servicing experience,1,0
14298,health,informatics,,,,health informatics,0,0
71749,saas,platforms,,,,saas platforms,1,0
71438,employee,bonus,program,,,employee bonus program,0,0
185242,prep,builder,,,,prep builder,1,0
13013,issues,experience,,,,issues experience,0,0
110348,replication,engineering,team,members,,replication engineering team members,0,0
9605,promise,,,,,promise,0,0
6519,liaisons,,,,,liaisons,0,0
